gene	zscore	p_value_neg
SIPA1L3	-0.15222743	0.886100226
OR10T2	-0.152249278	0.869834282
TEC	-0.152349573	0.727483337
MBD3L1	-0.152455493	0.913537842
CENPL	-0.152457446	0.782650774
SAA1	-0.152465072	0.793534543
NEK5	-0.152500039	0.870932356
TNFAIP8L2-SCNM1	-0.152510426	0.665702596
MAST2	-0.152531545	0.762883218
TSPAN9	-0.152545233	0.729903063
BRINP3	-0.152592332	0.605593217
FREM1	-0.152597926	0.790024139
LCE4A	-0.152621367	0.801267321
SYT1	-0.152629379	0.847104174
COMT	-0.152705039	0.617734129
TIGD5	-0.152758881	0.958161667
UQCRQ	-0.152767323	0.620260702
TMIGD1	-0.152964921	0.743101549
EGLN2	-0.15297333	0.786445573
NNAT	-0.152993454	0.809315354
ZNF442	-0.153090506	0.888499234
LVRN	-0.153145757	0.798953031
FAM155B	-0.153164856	0.945063534
TMEM196	-0.153344769	0.664769664
MESDC1	-0.153534899	0.664775099
TRIP10	-0.153574358	0.7870161
UBL4B	-0.153648156	0.370229372
TCEAL6	-0.153689912	0.881031767
ELP6	-0.15371296	0.729564691
SPRYD3	-0.15372003	0.713223003
GYPC	-0.153731121	0.68770728
CTXN3	-0.153745104	0.790535888
SLC48A1	-0.153883201	0.871335326
DKK1	-0.153884306	0.806357514
CD63	-0.154025814	0.928580158
SLC34A3	-0.154055245	0.817596418
TNFRSF13C	-0.154067971	0.912066882
SYNCRIP	-0.154281885	0.81921611
CRB2	-0.154344299	0.759417694
MYO1D	-0.154493738	0.858585293
SNX33	-0.154498712	0.813019028
RHAG	-0.15450073	0.867381476
ZBTB40	-0.154531996	0.789422662
EDAR	-0.154532196	0.887717387
BPIFA1	-0.154537272	0.758027887
C3orf70	-0.154598614	0.792011023
PCDHAC2	-0.15464304	0.836877971
UEVLD	-0.154692639	0.836972037
KPNA5	-0.154730779	0.689224322
TRAPPC10	-0.154755413	0.905498855
RRAGD	-0.15480579	0.804962
C1QTNF9B	-0.154831508	0.591733392
GIMAP4	-0.154904033	0.897469834
FAM19A4	-0.155076694	0.766174379
VIPR2	-0.155240461	0.703698534
PP2D1	-0.155424462	0.587489994
NFE2L2	-0.155515703	0.778208552
NDUFS4	-0.155700309	0.63966853
DCT	-0.155898295	0.697888357
C2orf72	-0.156004992	0.792607805
CAP2	-0.156110857	0.82496998
CSTF2	-0.15611409	0.575920087
MRGPRF	-0.156174423	0.778668042
CNIH3	-0.156232438	0.948366337
SLC25A36	-0.156357062	0.643564513
MILR1	-0.156398302	0.491060624
CFAP58	-0.156565499	0.760928309
TXK	-0.156611611	0.719221584
LLGL1	-0.156685397	0.860992378
RBM27	-0.156955965	0.640340596
EPB41L4A	-0.157024316	0.844573805
CRTC2	-0.157140501	0.447346682
FNDC8	-0.157153485	0.833022645
PAK1	-0.157228823	0.659161322
SPATA32	-0.157303331	0.873215115
ABCG2	-0.157321769	0.896229542
FGFR2	-0.157352079	0.147812342
KRTAP3-1	-0.157383867	0.901120788
OR51M1	-0.157396346	0.828183249
NUGGC	-0.157408165	0.731088317
OSBPL10	-0.157436456	0.883415507
SNED1	-0.15757312	0.829208455
WASF3	-0.157622008	0.713917869
PRORY	-0.157629535	0.864989243
GCH1	-0.157631149	0.792755181
TMEM100	-0.157670054	0.845959901
ZNF131	-0.157682034	0.8825948
CT47A2	-0.157688093	0.479583158
MAU2	-0.157772608	0.679999537
HYDIN	-0.157827641	0.698961694
MIA	-0.15786228	0.784159296
TRIM25	-0.15792682	0.811242583
ADGRL1	-0.157941008	0.819314
DOK3	-0.158011378	0.615863437
SCN8A	-0.158036612	0.842297217
CDY1B	-0.15803695	0.759647964
TP53INP1	-0.158114458	0.839904786
RPA3	-0.158150348	0.922325294
LHFPL5	-0.158176031	0.625280207
CLEC3A	-0.158218102	0.71220911
SMIM19	-0.158236521	0.389925188
DZIP1L	-0.158295178	0.863117685
PLEKHA3	-0.158302443	0.299681593
COLEC12	-0.158571657	0.876705111
CD27	-0.158611256	0.492019913
BAP1	-0.158613377	0.790671432
TRAP1	-0.15886099	0.579801875
OR9Q1	-0.158964953	0.507562013
SLC40A1	-0.158975055	0.733372974
BIRC8	-0.159094026	0.732817959
PRRG3	-0.159155084	0.921619989
GNAT3	-0.159199098	0.883740858
C1orf94	-0.15921655	0.875519144
MAPK14	-0.159305016	0.909850542
C1RL	-0.159320976	0.851985551
UFL1	-0.159336759	0.861762832
C22orf42	-0.159442279	0.838934768
TFF2	-0.159457132	0.701419516
MAS1	-0.159505347	0.837606468
MYPOP	-0.159527275	0.768864298
ARR3	-0.159537349	0.808101227
GPX4	-0.159606597	0.79439464
UBR1	-0.159624758	0.736689552
FAT3	-0.159659634	0.72794181
KRTAP2-3	-0.159686293	0.926974396
PHC2	-0.159873485	0.693956943
HIST1H1A	-0.159998035	0.783434739
ADAM33	-0.160051302	0.738397091
CDRT1	-0.160117307	0.850249343
CDH23	-0.160179909	0.677943323
WNT10B	-0.160310596	0.923135908
ANKUB1	-0.160337394	0.696798852
DAAM2	-0.160384429	0.84576824
STK24	-0.160407708	0.851884903
SUN2	-0.160489703	0.754861472
TM9SF3	-0.16050405	0.832353571
SREBF1	-0.160543817	0.709308881
DCC	-0.160556113	0.699900839
CFAP69	-0.160611172	0.906683365
LOC400736	-0.160649293	0.771254958
NFE2L1	-0.160686083	0.869414466
F8	-0.160761419	0.806167219
RBM23	-0.160762279	0.875231207
RUNDC1	-0.160830952	0.745291275
MANF	-0.160862317	0.896462947
POLR2H	-0.160869235	0.786708863
LRCH2	-0.160904166	0.952804196
HLA-DMB	-0.160910282	0.589614494
TOX4	-0.161047177	0.67246899
HPGD	-0.161063244	0.792242101
PPTC7	-0.161084482	0.467841304
MROH6	-0.161128297	0.721448521
WDR37	-0.161186537	0.674506011
RGS12	-0.161257384	0.892838896
PNP	-0.161320185	0.7827044
SIGMAR1	-0.161329819	0.957149187
STK25	-0.161494424	0.738265314
ACADL	-0.16170587	0.789184514
GABBR1	-0.1617329	0.749688447
NEMF	-0.16178453	0.810554413
ANKRD13C	-0.161809669	0.823417713
MRPS15	-0.161929968	0.832331788
TMSB15A	-0.16193329	0.659421722
CTRB2	-0.161988676	0.719002282
RAD21	-0.161990023	0.713157844
C8orf48	-0.16200459	0.860103304
OR52B4	-0.16205086	0.89981416
TRMT10C	-0.162143221	0.886382394
OR13G1	-0.162144573	0.710307336
ZNF595	-0.162160059	0.756302822
NEUROG2	-0.162184375	0.903923788
FBXL21	-0.162249136	0.514289188
GMDS	-0.162321609	0.810082744
KRTAP9-2	-0.162324169	0.914918513
DHRS2	-0.16251373	0.794522522
HBB	-0.162558398	0.866641463
RPL4	-0.162591678	0.590536117
RAB8A	-0.162642573	0.402942706
GRK4	-0.162732336	0.750522792
KIR2DL4	-0.162943233	0.846801958
GPC1	-0.163050076	0.874677829
HIST1H2AG	-0.163144859	0.832280285
TEX10	-0.163316885	0.928752889
LOC113230	-0.163344625	0.631509006
CRY1	-0.163485825	0.778454502
COL11A1	-0.163507819	0.609439578
RTF1	-0.163525983	0.63080122
MYO6	-0.163529725	0.856262277
DNAJC28	-0.163538116	0.75459506
CCDC37	-0.163602934	0.812527844
ANP32C	-0.163713025	0.906020066
PARP8	-0.163753523	0.700354541
TBP	-0.163755154	0.801245696
CLN6	-0.163795701	0.795876256
COL5A1	-0.163858737	0.902460111
ZNF337	-0.163861827	0.625020435
THOC6	-0.163900273	0.906840849
APOF	-0.163900962	0.838021181
ZFYVE9	-0.163964926	0.770045045
C5orf34	-0.163982942	0.664863344
AAAS	-0.16400996	0.699069543
LRRC6	-0.164033711	0.59807669
MET	-0.16404629	0.96687973
RFPL3	-0.164054404	0.639280708
MRPL11	-0.164153472	0.376726845
SPSB1	-0.164161339	0.725364874
C21orf58	-0.164177507	0.449981306
TMEM134	-0.164209961	0.832309384
OR2L2	-0.16425795	0.808767563
ERCC8	-0.164301087	0.851251063
ETNK2	-0.16439406	0.8784896
PBX4	-0.164413232	0.906630212
CHRM4	-0.164437843	0.771282649
ATAD2	-0.164510867	0.791475934
SNRPB2	-0.164614405	0.731312431
ANKH	-0.164619173	0.87848798
EFHD2	-0.164643365	0.658053663
CD8B	-0.164727467	0.762629845
ADGRE5	-0.164735556	0.717221569
NT5E	-0.164800463	0.556348077
SEC63	-0.165069368	0.873842713
CHMP2B	-0.165071703	0.864445134
MED23	-0.1651378	0.769325243
UMAD1	-0.165172862	0.773465657
E2F4	-0.165204231	0.775234005
PNMA1	-0.165227478	0.66938035
FGGY	-0.165244606	0.771951357
XRCC1	-0.165307787	0.858987833
TMEM121	-0.165523457	0.851177906
HIST1H2AK	-0.165833857	0.832409753
ARSA	-0.165871194	0.846249054
POU5F1	-0.16590248	0.768258483
SNRK	-0.165940157	0.718400372
PTCHD4	-0.16598146	0.763818474
EFCAB13	-0.166031228	0.690609002
MTMR9	-0.166032044	0.713197487
TMPRSS13	-0.166079514	0.835599154
NCKAP5L	-0.166121451	0.728528412
TXNDC12	-0.166136433	0.85302131
PLAU	-0.166379615	0.903002091
ERCC5	-0.166445547	0.917449817
HACE1	-0.166446481	0.872588151
OR2AG1	-0.166466909	0.884094775
TREM1	-0.166475005	0.658855824
POLD4	-0.166479189	0.590405827
PDC	-0.166693375	0.810895162
ANKRD17	-0.166814668	0.967943794
MLEC	-0.166847531	0.665016233
VPS36	-0.166862484	0.776433292
FBN2	-0.166877218	0.906136933
SOX12	-0.166943584	0.71721955
CXCL3	-0.167047137	0.804528606
REPS1	-0.167155484	0.866794105
ZNF253	-0.167297777	0.783256578
ZHX1	-0.167395161	0.84946069
MRGPRX4	-0.167476156	0.493011131
GCKR	-0.16752625	0.882370652
LARP6	-0.167573633	0.654018414
DDX26B	-0.167632663	0.8280444
PIDD1	-0.167650312	0.741581756
FTL	-0.167711255	0.69509872
OR2T12	-0.167714609	0.662568138
C19orf80	-0.167741217	0.510275285
TMEM150B	-0.167742786	0.822377025
PCDHA2	-0.167930597	0.83327457
SERPINB13	-0.167968235	0.651524438
POMC	-0.167992592	0.870805701
FLT3LG	-0.168067353	0.418861996
GLUL	-0.168068467	0.823172517
SERINC2	-0.168070636	0.720374004
PHTF1	-0.168088082	0.747158361
TBC1D30	-0.168118269	0.852914847
ADORA1	-0.168123955	0.741589054
FMO4	-0.168181084	0.780649051
FRY	-0.168184656	0.748456242
MRPS31	-0.168311821	0.863175475
TMEM132D	-0.168325013	0.438411413
ZBED3	-0.168421307	0.944322367
P2RX1	-0.168733017	0.851604337
ATP6V1C2	-0.16883097	0.888246119
CHGA	-0.16889251	0.736851527
EFS	-0.168920985	0.693658163
TRIM5	-0.168985109	0.803895672
TIGD3	-0.169113095	0.845138929
EBLN1	-0.169144259	0.815482197
ZNF841	-0.169172312	0.665052576
DPY30	-0.169202416	0.471965607
ELMO1	-0.169262014	0.693874288
TBK1	-0.169286468	0.385359602
ARID5B	-0.169515457	0.804057615
TMEM155	-0.169531839	0.696994123
NAP1L2	-0.169640413	0.781979622
LRRC42	-0.169662425	0.89562651
AFF2	-0.169681241	0.773403998
TCERG1L	-0.169752878	0.677016775
TGFB1	-0.169770483	0.844429025
OR10C1	-0.169775445	0.655573498
LPCAT1	-0.169824859	0.725344734
SMYD3	-0.169864291	0.830319494
ACSBG2	-0.169995734	0.778053
MAPRE1	-0.170035488	0.833282703
NKRF	-0.170053154	0.75512537
OR1E2	-0.170090184	0.897183237
AGFG1	-0.1700919	0.767385967
C17orf50	-0.170168277	0.679809226
DCTPP1	-0.170178211	0.375852771
NRXN1	-0.170188526	0.860760569
TIPARP	-0.170239546	0.871880626
PLA2G4A	-0.17028923	0.807781718
ASB3	-0.170299935	0.482697687
DPEP3	-0.170345191	0.821651229
METTL13	-0.170345901	0.909514287
MAN1A1	-0.170408497	0.777339337
NIPA2	-0.170606804	0.919175037
CACNA2D4	-0.170677729	0.800559377
DSEL	-0.170678061	0.872726402
SIRT5	-0.170793515	0.868841902
GAB3	-0.170821164	0.889452506
UQCC3	-0.170862138	0.418100045
TM2D1	-0.170983208	0.82065957
EPX	-0.171052681	0.746460837
PLA2G4C	-0.171121627	0.767762795
MYH13	-0.171325066	0.507590854
NKAIN1	-0.171346152	0.867748646
SLC13A4	-0.171471701	0.925640403
WDR41	-0.171503559	0.807599695
SLC28A3	-0.171529636	0.912076599
STAT5A	-0.171565413	0.748342989
B4GALNT4	-0.171714907	0.838893913
LRRC4	-0.171770705	0.717360453
VWA1	-0.171807583	0.402639289
RSPH10B	-0.172012171	0.62837381
TGIF2LY	-0.172130879	0.778840447
NPFF	-0.172149922	0.826568341
MGST2	-0.172177241	0.622819817
CDO1	-0.172244533	0.287970444
OR10A7	-0.172306386	0.80184972
CLIP2	-0.172333281	0.884420789
LRCH1	-0.172572244	0.883819502
PPP1R14A	-0.172637315	0.701799634
DSG1	-0.172649197	0.832491025
ZNF141	-0.172754187	0.887342586
EPHA8	-0.172783688	0.886826866
POU4F3	-0.172783898	0.88090563
TOMM7	-0.172928323	0.942255307
WDR4	-0.172978168	0.765002922
SWAP70	-0.173002906	0.907165915
MYCBP2	-0.173067876	0.806334801
CDC25B	-0.173207188	0.883891386
USP32	-0.173220097	0.958471916
NDFIP2	-0.173283638	0.862799899
TAS2R5	-0.173295763	0.602437988
IKZF5	-0.173354784	0.7342565
TRIM3	-0.173373065	0.675326929
MYH7	-0.17337523	0.624972219
CTSA	-0.173375913	0.189976049
CCDC50	-0.173430222	0.850829315
CHURC1	-0.173591944	0.624614808
TRPC5OS	-0.173624759	0.416590284
C15orf62	-0.17364159	0.721598808
BDKRB1	-0.173646651	0.949309805
DPP8	-0.173695397	0.854487219
EGFL8	-0.173811079	0.884944518
IGFBP5	-0.173828364	0.738099075
CAND2	-0.173879049	0.895010502
STXBP5	-0.173906337	0.722564702
HIST1H4J	-0.174060921	0.786596289
CCDC137	-0.174113238	0.771765939
TMTC1	-0.174184903	0.651781884
TIGD2	-0.174197818	0.740149404
PVR	-0.17422205	0.903599656
PPP1R3G	-0.174287791	0.836051783
DNMT3L	-0.174292686	0.863486543
ACRC	-0.174355984	0.754226515
NENF	-0.174394058	0.894054279
PRR19	-0.174416983	0.783905661
ZNF408	-0.174530902	0.849159005
NPL	-0.174625853	0.77964273
RGS3	-0.174657637	0.971620262
PIP4K2B	-0.174672194	0.802845257
DEFB128	-0.174691283	0.733458001
TPO	-0.174702571	0.241484594
ZDBF2	-0.174708447	0.766598012
GOLGA6L9	-0.174757181	0.806731215
OR9A4	-0.174764431	0.933167094
MAGEB1	-0.174770565	0.776651698
KRT72	-0.17482	0.902820897
PCDHA3	-0.174880636	0.748101745
FAM65A	-0.174959577	0.839831258
OR5AN1	-0.175017228	0.856176226
TMEM59L	-0.17510505	0.902588445
XRN1	-0.175157347	0.40024636
PLCXD2	-0.175221552	0.756263638
ALDOC	-0.175264795	0.879615271
FAIM	-0.175307617	0.766435486
C21orf2	-0.175314107	0.661882546
SOSTDC1	-0.175351981	0.935388724
COLGALT1	-0.175409034	0.679282682
OR10R2	-0.175473582	0.864883917
MITF	-0.175537733	0.832066433
AP3S1	-0.175664577	0.656848066
CXCL11	-0.175683764	0.865245732
DSE	-0.175784637	0.824830444
JRK	-0.175828637	0.917804842
HES2	-0.175836125	0.729304315
KAT6B	-0.175853102	0.703742414
SPOCK3	-0.175858672	0.951287821
LOC100129940	-0.17592218	0.823438935
LLPH	-0.176029217	0.882634253
RETN	-0.176049205	0.814637321
STAT4	-0.176056356	0.800812675
VSTM1	-0.176067877	0.696058325
GJD3	-0.176137341	0.929232522
ATG16L1	-0.1761758	0.934086561
SOX1	-0.176180823	0.776072411
ZNF134	-0.176186232	0.838953968
LMTK2	-0.176188441	0.692182274
ERVW-1	-0.17620909	0.845275447
PSMG1	-0.176233759	0.758410696
RCN1	-0.176264506	0.79251039
CST3	-0.17626761	0.872758313
BRIP1	-0.176274085	0.738402643
R3HDM2	-0.176610638	0.663268475
C1orf87	-0.176716128	0.81836319
OR1L6	-0.176737512	0.861258666
CCDC14	-0.176792859	0.761143453
KCTD9	-0.176818634	0.903570734
TMEM105	-0.176869348	0.680387872
HOXB7	-0.176908126	0.928787027
FAM90A1	-0.176933169	0.902935919
GMNN	-0.1769782	0.652208269
NDNL2	-0.177003831	0.738690098
RASSF2	-0.177153688	0.796106409
SNN	-0.177171839	0.514916497
ACP6	-0.177177704	0.933930568
FAM107B	-0.177239404	0.823890263
LHX3	-0.177350402	0.949320336
SLMO1	-0.177352356	0.805095135
MFAP3	-0.177395153	0.860866953
HOXD3	-0.177512334	0.859687134
ZNF806	-0.177634658	0.752080614
LRRN4	-0.177819599	0.963460845
MUC15	-0.178039779	0.660376671
TRIQK	-0.178086485	0.953919528
HGSNAT	-0.178257343	0.673147172
ZDHHC2	-0.178274684	0.933254124
USP18	-0.178311402	0.915740698
INPP5F	-0.178398106	0.470301947
CIB2	-0.178461914	0.870582981
GNB2	-0.178559829	0.747771574
NOL8	-0.178614794	0.726603549
TM7SF2	-0.178646224	0.743568556
FABP4	-0.17865154	0.864795411
NEURL2	-0.178683318	0.773492318
DNAJA4	-0.178709746	0.878313916
UBE2D4	-0.178769092	0.802052028
TMEM242	-0.178830778	0.914815924
NIT2	-0.178896074	0.317143417
PIAS2	-0.178929489	0.914811948
USP49	-0.179001071	0.780771833
ZNF813	-0.179104718	0.659697937
AKR1C3	-0.17911852	0.763729609
TPM2	-0.179142308	0.854226479
TEN1	-0.179162125	0.851314204
ADAMTSL2	-0.179162673	0.822024961
FAM53A	-0.17920591	0.766324893
ARF4	-0.179224082	0.627601325
PAK2	-0.179288949	0.848512591
ZNF345	-0.179308968	0.944783124
ABHD16A	-0.179387349	0.829660727
RPAP1	-0.179393607	0.591009238
SLC2A2	-0.179403457	0.895799156
SIDT2	-0.179423155	0.810967238
ESPN	-0.179438138	0.810134281
TNFRSF8	-0.17944399	0.425754653
ARPC1B	-0.179457253	0.481817543
DPYSL5	-0.179515519	0.838436162
NAP1L4	-0.179584178	0.901813655
CEP162	-0.179588755	0.449394735
KLHL17	-0.179908269	0.838512832
TMPRSS3	-0.179965084	0.875118046
DOCK8	-0.180030397	0.854707138
EZH1	-0.180055683	0.724733513
STK3	-0.180090427	0.688850933
ZNF490	-0.180167771	0.846998087
UQCRC2	-0.180169776	0.625992499
RHBDL2	-0.180190314	0.88793866
AHCTF1	-0.180251053	0.718841823
OR11H4	-0.18033151	0.766456929
NPPB	-0.180424412	0.740511024
FAM122C	-0.18048382	0.869203346
DGCR6L	-0.180486011	0.895061673
MAP6D1	-0.180724213	0.844813475
SSU72	-0.180744004	0.349760963
CACNA1S	-0.180790643	0.432243888
CPSF4	-0.18083476	0.913542334
OR5P3	-0.180859028	0.825563834
RNF165	-0.180935192	0.718600407
FZD4	-0.181020739	0.841545185
RASSF1	-0.181169436	0.692886652
FAIM3	-0.18118185	0.846760631
SERTM1	-0.181200581	0.688264098
KAAG1	-0.181221652	0.847171754
ELFN1	-0.18126261	0.936135763
SMC3	-0.181281016	0.399502275
OGG1	-0.181286634	0.896281089
BRICD5	-0.181319138	0.751504313
OR4S2	-0.181450386	0.87953501
PPARGC1A	-0.181490949	0.870979089
PIGA	-0.181504508	0.670438966
CHCHD1	-0.181577484	0.476912058
IL5RA	-0.181588988	0.868447738
CUTC	-0.181591898	0.711093144
POPDC2	-0.181598424	0.702679502
SPOCD1	-0.181622161	0.852638498
MAFF	-0.181664116	0.815406599
HLA-A	-0.181724021	0.72049483
ZNF516	-0.181757772	0.818025478
PAGR1	-0.181798333	0.558619799
KLRK1	-0.181881692	0.590356521
EIF3C	-0.18195226	0.833485099
YWHAQ	-0.181959958	0.823385344
RNF25	-0.181985347	0.935112438
TDP2	-0.182043641	0.893557174
C19orf54	-0.182127884	0.815824625
PPP2R5E	-0.182150575	0.755755914
KDM7A	-0.182155907	0.835582459
S100P	-0.182241842	0.901570198
SLC35E1	-0.182263986	0.635038777
IRF3	-0.182346403	0.78444627
CRIP2	-0.182457209	0.759285595
GPRC6A	-0.182482678	0.765598116
HMG20B	-0.182559618	0.755971529
CYP2A7	-0.182563871	0.457779246
SLFNL1	-0.182573642	0.945098607
CYP2C9	-0.182583181	0.866145904
SUCLG1	-0.182584879	0.52749856
MIR1-1HG	-0.18259449	0.888685681
SLC25A41	-0.182653883	0.904679791
ERVV-1	-0.182654509	0.926574211
DOCK9	-0.182703421	0.949384603
CPEB4	-0.182769622	0.715066106
SORBS1	-0.182832658	0.819483859
SLC26A6	-0.182945141	0.696537587
H2AFB3	-0.182957898	0.932354156
KRT19	-0.18297098	0.802704701
ATP8A1	-0.183072941	0.841774019
TMEM87A	-0.183074082	0.476120571
FEZ1	-0.183076934	0.868247024
DMRTC2	-0.183102667	0.909158471
SLC35A3	-0.183112915	0.877355552
ACTB	-0.183371973	0.952266095
RTCA	-0.183372482	0.589565059
DSCAML1	-0.183406477	0.748535667
BROX	-0.183482933	0.870579655
SLC30A2	-0.183562003	0.757436504
RIPPLY3	-0.18364838	0.930521817
EVL	-0.183669209	0.73740585
PPARD	-0.183699931	0.361142954
DCST1	-0.183722075	0.858146267
UNC79	-0.183742246	0.889400745
CALR	-0.183790423	0.8197012
TTC32	-0.183811634	0.730300609
ZNF232	-0.183860331	0.651601762
GTF2E1	-0.18411372	0.786337615
GPRC5A	-0.184192284	0.865790993
OSBPL2	-0.184262617	0.797986796
CCDC65	-0.184348148	0.814805267
SLC6A4	-0.184378256	0.949198315
TIMP1	-0.184418701	0.926727988
WHAMM	-0.184427457	0.839859762
ARL17A	-0.184462279	0.880372481
GLRA1	-0.184573835	0.870858291
KRTAP13-2	-0.184626447	0.933677025
ZNF879	-0.184691	0.920929506
OTULIN	-0.184694966	0.723460885
ZNF33A	-0.184754011	0.905906239
MDM1	-0.184802075	0.805687915
IGSF5	-0.184817267	0.721047731
CEP120	-0.184934173	0.935958806
AP5Z1	-0.185009992	0.744878992
SLC20A1	-0.185011208	0.718495056
HERC5	-0.185112595	0.891933968
MTR	-0.185116271	0.688023852
MAGEA2B	-0.185189787	0.912831874
NFAM1	-0.185224036	0.769339565
GDPD3	-0.185294956	0.657767046
SPATA7	-0.185316408	0.781618315
CYB561D2	-0.185336617	0.912795778
ZNF267	-0.185371474	0.805923107
CFAP52	-0.185371579	0.681016557
GNA15	-0.18544084	0.679918327
NAAA	-0.185569124	0.177003992
ROS1	-0.185810117	0.657612741
SLC16A13	-0.185811675	0.706339615
CAMK4	-0.185880926	0.789100379
LRRC10B	-0.185882178	0.735568987
NLRP4	-0.185974487	0.894167186
SOX15	-0.185975369	0.92044942
PON3	-0.186001706	0.343487274
CLCA2	-0.186031377	0.750794609
TP53TG3C	-0.186053787	0.874603969
CCR10	-0.186162931	0.881860512
FKBP5	-0.186182099	0.230598987
THSD4	-0.186226317	0.712735097
GZMB	-0.186374894	0.862250615
KRBA2	-0.186378726	0.928547467
PCDHGB3	-0.186480113	0.953996831
HEPH	-0.186560719	0.85611298
SH3BP4	-0.186906006	0.815694949
SERBP1	-0.187020601	0.335184695
FRMD4B	-0.187053319	0.777216483
NOTO	-0.187118629	0.863896289
BUD31	-0.187200547	0.623464643
RHPN2	-0.187317118	0.889827928
DDX39A	-0.18745192	0.83573512
CCL1	-0.187529642	0.835133264
SUPT20HL1	-0.187567824	0.875450227
GALP	-0.187663643	0.878179159
P2RY1	-0.187684598	0.667911594
PIFO	-0.187725484	0.677277406
LOC645382	-0.187855623	0.78117895
MEPE	-0.187870357	0.764282454
STS	-0.187924024	0.674311806
OR2Z1	-0.187957466	0.874100699
WWC3	-0.187975221	0.528633015
OR56B1	-0.188081751	0.783547892
CWC27	-0.188092717	0.773319146
GEN1	-0.188186499	0.718312644
ANAPC15	-0.188195869	0.873918844
RAB3B	-0.18823464	0.85861638
NHLRC4	-0.188236302	0.918201137
FAIM2	-0.188259728	0.634819702
ARL14	-0.188340307	0.613769039
OR1L4	-0.188460764	0.555739122
HIGD1B	-0.188466445	0.785170971
PDCL	-0.188470911	0.789834582
SGK3	-0.18853866	0.892398988
SACS	-0.188551507	0.753740136
C15orf65	-0.188571892	0.460998909
AGAP1	-0.188573615	0.866145887
TBC1D15	-0.188579172	0.834246517
ABCB11	-0.188668128	0.680367848
ALKBH4	-0.188673513	0.936216745
AZIN1	-0.188739101	0.797817477
MCM4	-0.188784844	0.790297611
SLC25A1	-0.188856191	0.876458433
ADAMTSL4	-0.18895143	0.896513856
C6orf141	-0.188951871	0.572697554
NRG1	-0.188985336	0.634021136
PDHX	-0.189032943	0.826691364
TDRD6	-0.189137255	0.626143008
NUDT4	-0.189232645	0.82306315
TP53BP2	-0.189237363	0.806884815
UBQLN2	-0.189327787	0.722564308
RBM15B	-0.189423736	0.942854316
ZNF416	-0.189448333	0.766197324
FN3K	-0.189496679	0.660726583
C19orf60	-0.189581423	0.919428286
TMPRSS11B	-0.189592837	0.865962797
