Gene	TriageRank_WT	TriageRank_KO1	TriageRank_KO2	WT2_D14_DS	KO1_D14_DS	KO2_D14_DS
C7orf25	17451	18239	17455	1.65E-05	1.13E-05	9.64E-06
EIF3C	17958	18285	17456	6.22E-06	1.06E-05	9.64E-06
NAA11	17298	19382	17457	1.97E-05	0	9.63E-06
CYP7A1	18676	19653	17458	0	0	9.63E-06
ZNF705A	20254	18534	17459	0	5.90E-06	9.57E-06
SLC13A1	19989	18541	17460	0	5.78E-06	9.57E-06
C11orf98	17925	19480	17461	6.92E-06	0	9.56E-06
VAC14-AS1	20206	18384	17462	0	8.66E-06	9.56E-06
TAS2R30	17956	18393	17463	6.25E-06	8.43E-06	9.52E-06
GLYCTK-AS1	17614	17574	17464	1.28E-05	2.54E-05	9.50E-06
LINC00863	17773	18333	17465	9.79E-06	9.55E-06	9.42E-06
ZNF750	18087	17372	17466	3.47E-06	3.01E-05	9.42E-06
ARF4-AS1	18346	19547	17467	0	0	9.41E-06
FAM166B	17133	17591	17468	2.37E-05	2.50E-05	9.35E-06
CXCL8	18659	18546	17469	0	5.67E-06	9.29E-06
SNORA12	17374	18283	17470	1.81E-05	1.06E-05	9.29E-06
CCDC189	17775	17721	17471	9.76E-06	2.21E-05	9.28E-06
SPNS1	18091	18399	17472	3.38E-06	8.37E-06	9.24E-06
SP110	17945	17985	17473	6.49E-06	1.64E-05	9.19E-06
MYH2	15251	19180	17474	9.37E-05	0	9.18E-06
ANXA8	18236	18617	17475	1.80E-07	4.42E-06	9.17E-06
ADAMTSL4-AS1	16745	17413	17476	3.46E-05	2.94E-05	9.16E-06
C9orf106	14248	17759	17477	0.0001328	2.14E-05	9.16E-06
LINC00869	17466	18515	17478	1.62E-05	6.32E-06	9.14E-06
ARL11	18353	18557	17479	0	5.54E-06	9.10E-06
DBIL5P	17412	17938	17480	1.74E-05	1.73E-05	9.03E-06
CALHM1	18491	19590	17481	0	0	9.02E-06
SNORA22	17415	17680	17482	1.73E-05	2.27E-05	8.99E-06
MIR4305	17554	19417	17483	1.41E-05	0	8.96E-06
SNORA70F	18044	18489	17484	4.39E-06	6.90E-06	8.89E-06
CCDC89	17653	16879	17485	1.23E-05	4.40E-05	8.88E-06
SRGAP3-AS3	20062	18033	17486	0	1.54E-05	8.88E-06
TAS2R20	17849	18131	17487	8.45E-06	1.33E-05	8.86E-06
LINC01127	19288	18010	17488	0	1.57E-05	8.85E-06
ARL6IP4	17951	17653	17489	6.35E-06	2.34E-05	8.84E-06
PIN4P1	17459	18295	17490	1.63E-05	1.03E-05	8.83E-06
DCAF4L1	17654	18286	17491	1.23E-05	1.05E-05	8.81E-06
A2ML1	17359	16709	17492	1.84E-05	5.03E-05	8.80E-06
TMEM253	17954	17821	17493	6.27E-06	2.00E-05	8.80E-06
CEP170P1	17102	17628	17494	2.46E-05	2.42E-05	8.73E-06
MROH2B	19593	18289	17495	0	1.05E-05	8.72E-06
C7orf65	17961	18031	17496	6.17E-06	1.54E-05	8.70E-06
GSTTP1	18916	19732	17497	0	0	8.69E-06
MYLPF	16537	16937	17498	4.09E-05	4.22E-05	8.65E-06
IDI2-AS1	17960	19485	17499	6.18E-06	0	8.64E-06
SCIMP	17870	18487	17500	8.07E-06	6.92E-06	8.57E-06
SLC35G3	16282	19253	17501	5.08E-05	0	8.55E-06
CCDC116	17669	17827	17502	1.19E-05	1.99E-05	8.54E-06
MSANTD1	15111	16288	17503	0.000100014	6.60E-05	8.52E-06
LAX1	19133	19810	17504	0	0	8.50E-06
CETN4P	17152	17936	17505	2.31E-05	1.74E-05	8.40E-06
LRRC39	8758	17853	17506	0.000353972	1.92E-05	8.35E-06
DPP9-AS1	18073	18528	17507	3.72E-06	6.16E-06	8.32E-06
IL10RB-AS1	18107	18705	17508	3.00E-06	2.57E-06	8.21E-06
GTF2H4	17977	19487	17509	5.85E-06	0	8.13E-06
AMT	17845	18224	17510	8.50E-06	1.16E-05	8.09E-06
SPTA1	15367	17640	17511	8.86E-05	2.38E-05	8.05E-06
CNTNAP3P2	17890	18252	17512	7.57E-06	1.11E-05	8.04E-06
LINC00668	19233	18329	17513	0	9.59E-06	8.02E-06
HSPB9	17712	18347	17514	1.07E-05	9.32E-06	7.90E-06
ZNF80	20257	20260	17515	0	0	7.88E-06
RPEL1	19907	18344	17516	0	9.37E-06	7.85E-06
MIR4312	19524	19966	17517	0	0	7.84E-06
ADAM3A	18285	18343	17518	0	9.37E-06	7.84E-06
ZNF575	17986	18585	17519	5.69E-06	4.91E-06	7.83E-06
SNORA25	20018	18659	17520	0	3.39E-06	7.79E-06
OCLM	17901	18509	17521	7.37E-06	6.44E-06	7.76E-06
ZNF20	17826	18279	17522	9.01E-06	1.06E-05	7.75E-06
MIR3622A	19507	19955	17523	0	0	7.74E-06
LINC01630	19408	17882	17524	0	1.84E-05	7.73E-06
C7orf61	17992	18597	17525	5.55E-06	4.76E-06	7.73E-06
RXFP4	17287	18600	17526	2.00E-05	4.74E-06	7.72E-06
SIGLEC1	17216	17888	17527	2.14E-05	1.83E-05	7.71E-06
UCP3	16410	18483	17528	4.57E-05	6.96E-06	7.69E-06
TAS2R5	17532	17782	17529	1.46E-05	2.08E-05	7.68E-06
CKMT1A	16349	16930	17530	4.84E-05	4.25E-05	7.67E-06
PKD2L2	17239	17196	17531	2.10E-05	3.48E-05	7.65E-06
NT5C1B	19674	18360	17532	0	9.12E-06	7.63E-06
NOMO2	17949	18394	17533	6.45E-06	8.42E-06	7.61E-06
GALNT4	17996	18529	17534	5.45E-06	6.15E-06	7.58E-06
PTPN22	18006	18363	17535	5.34E-06	9.04E-06	7.55E-06
SNTN	20039	18365	17536	0	9.02E-06	7.53E-06
STAG3L2	17930	18498	17537	6.87E-06	6.75E-06	7.52E-06
CDH9	17733	17410	17538	1.04E-05	2.94E-05	7.44E-06
RANGRF	17334	18607	17539	1.89E-05	4.58E-06	7.43E-06
MIR32	17973	18413	17540	5.92E-06	8.25E-06	7.40E-06
CERS6-AS1	18552	18374	17541	0	8.82E-06	7.37E-06
HAVCR2	17739	16889	17542	1.03E-05	4.37E-05	7.36E-06
ACRV1	17743	17609	17543	1.02E-05	2.46E-05	7.35E-06
INTS6-AS1	17680	18450	17544	1.15E-05	7.68E-06	7.35E-06
GTF2H2C	17940	18456	17545	6.69E-06	7.62E-06	7.31E-06
C11orf16	17309	17961	17546	1.95E-05	1.68E-05	7.30E-06
LINC01431	16592	17790	17547	3.91E-05	2.06E-05	7.26E-06
TEN1	20101	20204	17548	0	0	7.26E-06
PDC	17758	17657	17549	1.00E-05	2.33E-05	7.25E-06
RNF148	18115	18719	17550	2.71E-06	2.32E-06	7.24E-06
GRK6P1	17756	19455	17551	1.00E-05	0	7.23E-06
RNF113B	18116	18503	17552	2.70E-06	6.57E-06	7.23E-06
ABCA10	18267	17867	17553	0	1.89E-05	7.21E-06
APOL1	18012	19489	17554	5.11E-06	0	7.21E-06
IGFLR1	18152	18536	17555	1.83E-06	5.87E-06	7.19E-06
AURKAPS1	18372	18753	17556	0	1.26E-06	7.14E-06
LINC01492	19370	18625	17557	0	4.28E-06	7.08E-06
PLD6	17545	18180	17558	1.43E-05	1.23E-05	6.98E-06
GUSBP9	17946	18550	17559	6.49E-06	5.64E-06	6.91E-06
UGT2B28	20195	18419	17560	0	8.14E-06	6.91E-06
CYP21A1P	18154	19503	17561	1.74E-06	0	6.89E-06
HSD17B13	17018	18001	17562	2.68E-05	1.59E-05	6.89E-06
ANKRD20A4	18177	18332	17563	1.19E-06	9.56E-06	6.86E-06
TLR4	16569	17645	17564	3.98E-05	2.36E-05	6.84E-06
MIR92B	16685	18208	17565	3.66E-05	1.18E-05	6.73E-06
STRC	16997	17649	17566	2.74E-05	2.35E-05	6.72E-06
CCDC144A	18027	18635	17567	4.74E-06	4.05E-06	6.71E-06
ENAM	17566	18425	17568	1.39E-05	8.00E-06	6.68E-06
NUTM1	16601	18638	17569	3.89E-05	4.03E-06	6.67E-06
OAZ3	17297	17955	17570	1.97E-05	1.70E-05	6.62E-06
MIR491	17865	18199	17571	8.10E-06	1.20E-05	6.58E-06
LINC01091	17016	15252	17572	2.69E-05	0.000106061	6.54E-06
FGF7	10088	18026	17573	0.000286918	1.54E-05	6.53E-06
CFC1	13784	18641	17574	0.000149118	3.98E-06	6.53E-06
LRRC37A4P	17699	18565	17575	1.12E-05	5.42E-06	6.51E-06
FAR2P1	18035	17868	17576	4.58E-06	1.89E-05	6.48E-06
ZGLP1	17455	18346	17577	1.64E-05	9.32E-06	6.37E-06
GGTLC1	18851	19706	17578	0	0	6.36E-06
PIK3R2	18104	18511	17579	3.06E-06	6.37E-06	6.36E-06
FLJ31104	16624	18249	17580	3.84E-05	1.12E-05	6.35E-06
ZNF709	17601	17889	17581	1.31E-05	1.82E-05	6.35E-06
LINC00623	18092	18683	17582	3.37E-06	2.93E-06	6.32E-06
NUTM2G	17981	18401	17583	5.77E-06	8.35E-06	6.31E-06
KCTD4	18036	18696	17584	4.57E-06	2.68E-06	6.31E-06
FAM66B	18179	18461	17585	1.19E-06	7.44E-06	6.29E-06
EDRF1-AS1	17641	18464	17586	1.24E-05	7.38E-06	6.21E-06
GXYLT1P3	18924	18494	17587	0	6.81E-06	6.17E-06
MIR1539	17867	18552	17588	8.08E-06	5.62E-06	6.13E-06
C5orf60	18046	17920	17589	4.34E-06	1.77E-05	6.12E-06
SUMO4	18028	18521	17590	4.68E-06	6.25E-06	6.11E-06
CHKB-CPT1B	18050	18472	17591	4.28E-06	7.25E-06	6.05E-06
MORC2-AS1	17644	18093	17592	1.24E-05	1.40E-05	6.04E-06
TTC21B-AS1	18110	18589	17593	2.95E-06	4.89E-06	6.01E-06
ATRIP	17305	18287	17594	1.95E-05	1.05E-05	5.99E-06
TAS2R13	18003	18156	17595	5.36E-06	1.28E-05	5.99E-06
LINC00562	18133	18730	17596	2.18E-06	1.86E-06	5.98E-06
LRIT3	17292	17285	17597	1.98E-05	3.25E-05	5.88E-06
NBPF14	18026	18555	17598	4.75E-06	5.56E-06	5.87E-06
TEX38	18053	17884	17599	4.16E-06	1.84E-05	5.80E-06
FAM72A	18030	18564	17600	4.67E-06	5.44E-06	5.77E-06
GYPE	17187	18654	17601	2.21E-05	3.51E-06	5.76E-06
LMOD3	15658	18492	17602	7.55E-05	6.84E-06	5.71E-06
LINC00654	19230	17970	17603	0	1.67E-05	5.67E-06
FCGR2C	17504	17854	17604	1.53E-05	1.92E-05	5.66E-06
GHET1	17369	18151	17605	1.82E-05	1.29E-05	5.60E-06
BGLAP	17723	18086	17606	1.06E-05	1.42E-05	5.47E-06
EIF1AX-AS1	18059	18062	17607	4.00E-06	1.47E-05	5.44E-06
NDUFAF4P1	18066	18517	17608	3.90E-06	6.30E-06	5.36E-06
LGALS8-AS1	17710	17444	17609	1.07E-05	2.86E-05	5.33E-06
MUSTN1	19612	18218	17610	0	1.17E-05	5.33E-06
WASH7P	18013	18573	17611	5.06E-06	5.22E-06	5.30E-06
POTEE	18039	18431	17612	4.51E-06	7.92E-06	5.28E-06
RAB4B	17719	18352	17613	1.07E-05	9.20E-06	5.28E-06
TXLNB	8180	18668	17614	0.000393421	3.19E-06	5.28E-06
KRT16P1	19091	18562	17615	0	5.47E-06	5.20E-06
SCN2A	17212	17763	17616	2.14E-05	2.13E-05	5.18E-06
STK4-AS1	17910	18526	17617	7.20E-06	6.18E-06	5.18E-06
MIR6077	18051	19493	17618	4.25E-06	0	5.16E-06
NRADDP	17760	17787	17619	9.94E-06	2.06E-05	5.14E-06
MIR29A	19496	18107	17620	0	1.37E-05	5.13E-06
LGALS9C	18148	18532	17621	1.89E-06	6.08E-06	5.12E-06
MGAT4C	16234	19247	17622	5.27E-05	0	5.12E-06
ALG1L9P	18075	18430	17623	3.66E-06	7.94E-06	5.11E-06
ACTRT1	18281	19527	17624	0	0	5.08E-06
POU5F1P3	18076	18000	17625	3.64E-06	1.60E-05	5.07E-06
SMG1P7	17985	18574	17626	5.69E-06	5.22E-06	5.06E-06
LINC00167	17920	17284	17627	6.99E-06	3.25E-05	5.05E-06
FBXW4P1	18007	17317	17628	5.32E-06	3.16E-05	5.05E-06
SMARCA5-AS1	17500	18386	17629	1.53E-05	8.62E-06	5.03E-06
BCKDHA	16647	17730	17630	3.77E-05	2.18E-05	5.02E-06
SNORD117	17835	18652	17631	8.71E-06	3.56E-06	4.99E-06
CTSS	17736	19453	17632	1.04E-05	0	4.99E-06
PTRH1	18081	18675	17633	3.52E-06	3.01E-06	4.96E-06
ANP32AP1	17511	18264	17634	1.52E-05	1.09E-05	4.91E-06
CDRT15	18079	19495	17635	3.58E-06	0	4.87E-06
FAM182A	18196	18653	17636	7.20E-07	3.56E-06	4.87E-06
PI15	17585	18232	17637	1.34E-05	1.15E-05	4.86E-06
TTTY10	16839	17707	17638	3.19E-05	2.23E-05	4.82E-06
FTH1P3	18084	18551	17639	3.48E-06	5.64E-06	4.79E-06
DDX11L2	18014	19490	17640	5.03E-06	0	4.79E-06
TEX41	20110	16823	17641	0	4.64E-05	4.76E-06
TAS2R46	17833	18501	17642	8.83E-06	6.69E-06	4.72E-06
YY2	18155	18215	17643	1.70E-06	1.17E-05	4.68E-06
CLEC18B	17498	18687	17644	1.54E-05	2.83E-06	4.65E-06
UCKL1-AS1	17610	18328	17645	1.28E-05	9.64E-06	4.65E-06
SLC35G6	17597	18445	17646	1.32E-05	7.74E-06	4.64E-06
CD226	17616	18556	17647	1.28E-05	5.55E-06	4.63E-06
SH3GL1P1	18022	18714	17648	4.81E-06	2.45E-06	4.58E-06
LINC00884	17798	18690	17649	9.41E-06	2.77E-06	4.56E-06
TMED6	18096	17523	17650	3.27E-06	2.67E-05	4.55E-06
ZBED6CL	20241	18024	17651	0	1.55E-05	4.55E-06
KRT16P3	19093	18539	17652	0	5.79E-06	4.51E-06
CLEC18A	18181	18488	17653	1.13E-06	6.90E-06	4.50E-06
MTCP1	16834	18300	17654	3.21E-05	1.03E-05	4.41E-06
GTF3C2-AS1	18919	18618	17655	0	4.40E-06	4.40E-06
CCDC144B	17663	18441	17656	1.20E-05	7.78E-06	4.37E-06
MCCD1	18102	18116	17657	3.13E-06	1.35E-05	4.36E-06
FAM9B	17965	19486	17658	6.10E-06	0	4.36E-06
BIRC3	17667	17830	17659	1.19E-05	1.98E-05	4.35E-06
NPHP3-ACAD11	18034	18704	17660	4.59E-06	2.63E-06	4.35E-06
RBM34	17206	17525	17661	2.16E-05	2.66E-05	4.34E-06
ELL3	17674	19440	17662	1.17E-05	0	4.34E-06
GTF2IP12	17903	18685	17663	7.36E-06	2.89E-06	4.26E-06
THRSP	17703	18336	17664	1.10E-05	9.53E-06	4.26E-06
NDST2	18165	18273	17665	1.51E-06	1.07E-05	4.19E-06
PRR27	19835	18463	17666	0	7.40E-06	4.17E-06
ZXDA	20262	18712	17667	0	2.47E-06	4.08E-06
XIRP2	15655	17455	17668	7.56E-05	2.84E-05	4.07E-06
CFHR3	18114	18716	17669	2.83E-06	2.42E-06	3.98E-06
EGFL8	17877	17170	17670	7.90E-06	3.54E-05	3.94E-06
FAM72C	18166	19505	17671	1.48E-06	0	3.93E-06
USP17L7	17422	18049	17672	1.72E-05	1.50E-05	3.92E-06
USP17L2	17999	18603	17673	5.42E-06	4.65E-06	3.90E-06
ANKRD20A2	18321	18317	17674	0	9.93E-06	3.88E-06
ADAM20P1	17621	18606	17675	1.27E-05	4.59E-06	3.84E-06
AREG	18186	18576	17676	9.46E-07	5.13E-06	3.81E-06
CTAGE10P	18117	18720	17677	2.68E-06	2.29E-06	3.78E-06
RPA4	18118	18721	17678	2.68E-06	2.29E-06	3.76E-06
SNORD7	17810	18385	17679	9.24E-06	8.65E-06	3.73E-06
LY6G5B	17942	18545	17680	6.61E-06	5.74E-06	3.73E-06
PTPRQ	15378	18616	17681	8.81E-05	4.42E-06	3.69E-06
RBM5-AS1	17917	18623	17682	7.06E-06	4.31E-06	3.65E-06
NDUFB2-AS1	18121	18408	17683	2.59E-06	8.29E-06	3.64E-06
ARHGEF34P	18189	18611	17684	9.39E-07	4.51E-06	3.64E-06
MIR302B	18185	18674	17685	1.01E-06	3.03E-06	3.64E-06
NPIPA1	18078	18694	17686	3.59E-06	2.74E-06	3.52E-06
GOLGA8J	18173	19506	17687	1.29E-06	0	3.51E-06
RNF133	18124	18723	17688	2.50E-06	2.14E-06	3.50E-06
FAM53B-AS1	18772	18630	17689	0	4.14E-06	3.47E-06
NOMO3	18045	18590	17690	4.39E-06	4.86E-06	3.35E-06
SGO1-AS1	18029	18379	17691	4.67E-06	8.72E-06	3.34E-06
DLEU2L	18008	18748	17692	5.31E-06	1.38E-06	3.34E-06
INTS4P2	17841	18643	17693	8.59E-06	3.91E-06	3.29E-06
FAM35BP	18770	18695	17694	0	2.68E-06	3.28E-06
POC1B-GALNT4	18180	18726	17695	1.15E-06	1.95E-06	3.22E-06
THOC3	18088	18666	17696	3.45E-06	3.20E-06	3.18E-06
C4B	18192	18758	17697	8.92E-07	1.13E-06	3.18E-06
GBP5	17527	18356	17698	1.47E-05	9.19E-06	3.14E-06
POM121L9P	17979	18727	17699	5.79E-06	1.92E-06	3.13E-06
PMS2P5	17533	18442	17700	1.46E-05	7.77E-06	3.10E-06
TMEM191B	18136	18608	17701	2.11E-06	4.56E-06	3.10E-06
EVI2A	18132	18729	17702	2.21E-06	1.90E-06	3.08E-06
DCAF13P3	18099	18650	17703	3.22E-06	3.62E-06	3.06E-06
LINC01132	16325	18731	17704	4.91E-05	1.82E-06	3.00E-06
RFESD	17003	17808	17705	2.72E-05	2.01E-05	2.99E-06
RNVU1-19	18080	18703	17706	3.53E-06	2.63E-06	2.99E-06
POU5F2	18156	18560	17707	1.70E-06	5.50E-06	2.96E-06
GATSL2	18109	18651	17708	2.95E-06	3.58E-06	2.95E-06
RASA4	17950	18718	17709	6.43E-06	2.37E-06	2.93E-06
STAG3L5P-PVRIG2P-PILRB	20067	20190	17710	0	0	2.88E-06
PVRIG	19866	18452	17711	0	7.65E-06	2.87E-06
POMZP3	18048	18662	17712	4.30E-06	3.30E-06	2.86E-06
BCORP1	18144	18588	17713	1.93E-06	4.89E-06	2.74E-06
PRMT5-AS1	17913	18737	17714	7.17E-06	1.67E-06	2.73E-06
HUS1B	18143	19502	17715	1.94E-06	0	2.71E-06
GSTT2B	17990	18569	17716	5.63E-06	5.34E-06	2.65E-06
FAM72D	18125	18738	17717	2.50E-06	1.64E-06	2.65E-06
LOH12CR2	17182	18319	17718	2.24E-05	9.84E-06	2.64E-06
GTF2IRD2	18005	18710	17719	5.35E-06	2.51E-06	2.61E-06
ARGFXP2	17660	18621	17720	1.21E-05	4.32E-06	2.52E-06
CDRT15P1	18090	18516	17721	3.39E-06	6.30E-06	2.51E-06
HERC2P9	18100	18686	17722	3.20E-06	2.84E-06	2.50E-06
GTF2IRD2B	18010	18689	17723	5.21E-06	2.78E-06	2.43E-06
DTX2P1-UPK3BP1-PMS2P11	18725	18631	17724	0	4.12E-06	2.33E-06
GUSBP3	18190	19508	17725	9.14E-07	0	2.32E-06
BCL2L15	18159	18692	17726	1.62E-06	2.75E-06	2.29E-06
DCAF4L2	18101	19497	17727	3.19E-06	0	2.28E-06
UBE2Q2P2	18095	18734	17728	3.29E-06	1.71E-06	2.27E-06
RGPD5	17467	18699	17729	1.62E-05	2.65E-06	2.21E-06
ARL17A	18129	18656	17730	2.43E-06	3.47E-06	2.20E-06
GOLGA6L10	18082	18742	17731	3.51E-06	1.60E-06	2.18E-06
FAM86B1	18047	18728	17732	4.32E-06	1.90E-06	2.11E-06
CBWD3	18151	18739	17733	1.85E-06	1.63E-06	2.04E-06
RGPD1	18023	18543	17734	4.77E-06	5.76E-06	1.99E-06
LRRC37A2	18126	18724	17735	2.49E-06	2.14E-06	1.99E-06
MIR6820	18160	18676	17736	1.62E-06	3.00E-06	1.98E-06
ZNF705E	20255	18702	17737	0	2.64E-06	1.92E-06
RGPD4	18158	19504	17738	1.68E-06	0	1.79E-06
ASAP1-IT2	18128	18636	17739	2.44E-06	4.04E-06	1.76E-06
TMEM262	18139	18627	17740	2.04E-06	4.26E-06	1.75E-06
PWRN2	18175	18671	17741	1.24E-06	3.11E-06	1.75E-06
FAM153B	18758	19676	17742	0	0	1.74E-06
MRC1	18153	18800	17743	1.76E-06	2.55E-07	1.74E-06
ITPK1-AS1	19041	18240	17744	0	1.13E-05	1.71E-06
RIMBP3	17281	18582	17745	2.01E-05	5.00E-06	1.70E-06
RGPD3	18058	18657	17746	4.00E-06	3.46E-06	1.63E-06
SPDYE6	18163	18658	17747	1.53E-06	3.42E-06	1.62E-06
POLR2J3	18157	18732	17748	1.69E-06	1.79E-06	1.56E-06
DNAJB7	18709	18622	17749	0	4.31E-06	1.51E-06
LINC01347	17880	18619	17750	7.85E-06	4.37E-06	1.50E-06
PFN1P2	18188	18741	17751	9.39E-07	1.61E-06	1.45E-06
ANKRD20A1	18319	18711	17752	0	2.50E-06	1.31E-06
GOLGA8R	18056	18743	17753	4.09E-06	1.48E-06	1.25E-06
POTEJ	18097	18746	17754	3.23E-06	1.42E-06	1.19E-06
NUTM2A	18194	18770	17755	7.55E-07	8.23E-07	1.18E-06
GSTT2	18086	18749	17756	3.47E-06	1.35E-06	1.14E-06
NUTM2B	18222	18757	17757	4.21E-07	1.14E-06	1.14E-06
FAM72B	18178	18744	17758	1.19E-06	1.46E-06	1.14E-06
CNTNAP3B	17978	18523	17759	5.84E-06	6.21E-06	1.07E-06
SMG1P1	18211	18767	17760	5.18E-07	8.61E-07	1.06E-06
FAM86B2	18142	18804	17761	1.97E-06	2.20E-07	9.79E-07
F8A1	18131	18691	17762	2.25E-06	2.76E-06	9.74E-07
AGAP5	18146	18634	17763	1.89E-06	4.08E-06	9.16E-07
NSUN5P1	18183	18764	17764	1.04E-06	9.11E-07	9.07E-07
GOLGA8H	18171	18779	17765	1.32E-06	6.51E-07	8.83E-07
NCF1	18203	19511	17766	6.20E-07	0	8.71E-07
LRRC70	18206	18786	17767	5.77E-07	4.94E-07	8.13E-07
ARL17B	18217	18797	17768	4.41E-07	2.91E-07	7.99E-07
PARGP1	18174	18761	17769	1.25E-06	9.59E-07	7.96E-07
GTF2IP4	18193	18762	17770	7.76E-07	9.51E-07	7.73E-07
GLUD1P7	18123	18788	17771	2.56E-06	4.78E-07	7.67E-07
CHRFAM7A	18112	18766	17772	2.88E-06	8.69E-07	7.26E-07
NUTM2D	18195	18772	17773	7.30E-07	8.01E-07	6.87E-07
TRIM74	18187	18771	17774	9.40E-07	8.09E-07	6.79E-07
TAS2R43	18199	18774	17775	6.86E-07	7.68E-07	6.54E-07
SMG1P6	18202	18784	17776	6.25E-07	5.13E-07	6.32E-07
HGH1	18209	18776	17777	5.25E-07	6.97E-07	6.22E-07
TRIM73	18198	18816	17778	7.03E-07	9.60E-08	5.84E-07
NBPF11	18215	18781	17779	4.60E-07	6.07E-07	5.64E-07
LINC01123	19287	18778	17780	0	6.59E-07	5.57E-07
RSPH10B2	19914	18755	17781	0	1.24E-06	5.30E-07
SPDYE1	18208	18751	17782	5.56E-07	1.32E-06	5.27E-07
OR2A7	19703	18817	17783	0	8.92E-08	5.00E-07
GTF2IP1	18219	18773	17784	4.25E-07	7.82E-07	4.79E-07
AGAP12P	18216	18811	17785	4.54E-07	1.35E-07	4.31E-07
SCX	18191	18783	17786	8.96E-07	5.40E-07	4.16E-07
GTF2H2	18224	18789	17787	4.06E-07	4.55E-07	3.98E-07
SMN1	18226	18792	17788	3.61E-07	4.19E-07	3.85E-07
HIST2H3D	18220	18794	17789	4.25E-07	3.91E-07	3.65E-07
GOLGA8N	18231	18812	17790	3.08E-07	1.28E-07	3.64E-07
SPDYE5	18168	18707	17791	1.43E-06	2.56E-06	3.31E-07
NPIPB6	18170	18756	17792	1.32E-06	1.16E-06	3.09E-07
SMN2	18235	18795	17793	2.68E-07	3.66E-07	2.78E-07
C4A	18455	18807	17794	0	1.60E-07	2.65E-07
GOLGA6L5P	18240	18808	17795	1.26E-07	1.60E-07	2.61E-07
CLEC18C	18227	18810	17796	3.57E-07	1.55E-07	2.56E-07
NPIPB11	18245	18769	17797	9.12E-08	8.38E-07	2.53E-07
MIR1302-10	18237	19520	17798	1.64E-07	0	2.28E-07
EIF3CL	18232	18799	17799	3.06E-07	2.67E-07	2.12E-07
POLR2J2	18201	18775	17800	6.48E-07	7.60E-07	1.99E-07
HIST2H3C	18162	18780	17801	1.55E-06	6.46E-07	1.97E-07
HIST2H3A	18210	18803	17802	5.19E-07	2.35E-07	1.97E-07
HIST2H2BC	18246	18813	17803	8.07E-08	1.26E-07	1.86E-07
ARHGEF35	18351	18798	17804	0	2.75E-07	1.62E-07
MIR1302-9	18228	18785	17805	3.36E-07	5.04E-07	1.45E-07
FAM27E3	18212	18809	17806	5.14E-07	1.57E-07	1.33E-07
NPIPB9	18229	19517	17807	3.23E-07	0	1.21E-07
RHOXF2	19890	18820	17808	0	7.06E-08	1.17E-07
CCL3L3	18225	18814	17809	3.87E-07	1.24E-07	1.04E-07
FAM66E	18243	18829	17810	1.07E-07	3.15E-08	1.01E-07
PTPN20	18234	19519	17811	2.76E-07	0	1.01E-07
OR2A1	18251	19523	17812	6.66E-08	0	9.27E-08
LINC01002	18241	18827	17813	1.08E-07	3.32E-08	7.91E-08
SERF1B	18252	18818	17814	6.53E-08	7.69E-08	7.34E-08
LINC01001	18223	18801	17815	4.18E-07	2.49E-07	7.23E-08
AGAP4	18248	18821	17816	7.15E-08	5.79E-08	6.63E-08
WASH5P	18255	18825	17817	4.05E-08	4.49E-08	6.32E-08
GTF2H2B	18230	18802	17818	3.10E-07	2.37E-07	6.02E-08
SPDYE2	18253	18833	17819	4.85E-08	2.19E-08	5.14E-08
HSFX1	18239	18830	17820	1.35E-07	3.10E-08	5.09E-08
RIMBP3C	19892	20130	17821	0	0	5.03E-08
PMS2P2	18242	18824	17822	1.08E-07	4.56E-08	5.01E-08
PMS2P7	18238	18836	17823	1.43E-07	1.38E-08	4.30E-08
CTAGE4	18645	18831	17824	0	3.02E-08	3.40E-08
ADAMTS7P1	18250	19522	17825	6.81E-08	0	3.27E-08
LRRC37A	18254	18822	17826	4.61E-08	5.64E-08	2.73E-08
MIR3180-1	18259	19525	17827	1.47E-08	0	2.06E-08
GOLGA8O	18888	19719	17828	0	0	1.53E-08
CTAGE15	18644	18834	17829	0	2.09E-08	1.18E-08
NPIPB3	18262	18828	17830	9.62E-09	3.21E-08	8.27E-09
GSC	18911	165	17831	0	0.128956239	0
LINC01574	199	243	17832	0.111875462	0.098096188	0
NKX2-5	2	277	17833	2.435128933	0.086547017	0
LINC00403	19183	283	17834	0	0.083832198	0
DLX6	18704	298	17835	0	0.080261384	0
BCAN	380	318	17836	0.060088176	0.07482072	0
PDX1	19774	379	17837	0	0.060864691	0
LHX2	332	491	17838	0.069331085	0.045456146	0
TRIM31	2304	622	17839	0.004715658	0.035103671	0
TLX1NB	127	626	17840	0.151337019	0.034775255	0
TFAP2D	906	631	17841	0.020938688	0.034545943	0
FOXG1	418	654	17842	0.051948202	0.03297266	0
NKX2-2	19650	655	17843	0	0.032823435	0
NKX2-8	960	657	17844	0.019637672	0.032665753	0
PPP2R2C	19817	669	17845	0	0.031866934	0
LINC01210	19303	678	17846	0	0.031431629	0
LMO1	179	711	17847	0.120365354	0.030023812	0
EN1	18743	723	17848	0	0.029542581	0
PAX1	373	725	17849	0.061187314	0.029422036	0
PRDM13	19822	731	17850	0	0.029243852	0
CISTR	18578	814	17851	0	0.025309366	0
LHX8	19157	869	17852	0	0.023466047	0
NPTX1	2376	921	17853	0.004457771	0.021954455	0
CNTFR	46	957	17854	0.339291541	0.02077843	0
